,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
1654,FRANCIS M PRICE ELEM SCH,1901 W STATE ST,FORT WAYNE,IN,46808,1,500,PK,05,1803630
1655,ALBION ELEMENTARY SCHOOL,202 COUGAR CT,ALBION,IN,46701,1,289,KG,05,1801710
1656,HORIZON ELEM SCH,10060 BRUMMITT RD,GRANGER,IN,46530,1,592,KG,05,1808760
1657,CLINTON CENTRAL JUNIOR-SENIOR HS,815 N SR 29,MICHIGANTOWN,IN,46057,3,459,07,12,1802130
1658,BROWNSBURG EAST MIDDLE SCHOOL,1250 E AIRPORT RD,BROWNSBURG,IN,46112,2,1035,06,08,1801020
1659,EAST TIPP MIDDLE SCHOOL,7501 E 300 N,LAFAYETTE,IN,47905,2,465,06,08,1811340
1660,H L HARSHMAN MIDDLE SCHOOL,1501 E 10TH ST,INDIANAPOLIS,IN,46201,2,587,07,08,1804770
1661,OAK HILL ELEMENTARY SCHOOL,425 S NICHOLS ST,LOWELL,IN,46356,1,531,KG,05,1811460
1662,OAK HILL JUNIOR HIGH SCHOOL,7760 W DELPHI PK-27,CONVERSE,IN,46919,2,301,07,08,1808340
1663,EDINBURGH COMM MIDDLE SCHOOL,300 S KEELEY ST,EDINBURGH,IN,46124,2,216,06,08,1803240
1664,IRVINGTON COMMUNITY SCHOOL,6705 E JULIAN AVE,INDIANAPOLIS,IN,46219,4,1022,KG,12,1800014
1665,LEWIS CASS JR-SR HIGH SCHOOL,6422 E SR 218 W,WALTON,IN,46994,3,727,07,12,1810680
1666,GEORGE BIBICH ELEMENTARY SCH,14600 W 81ST ST,DYER,IN,46311,1,452,KG,04,1805450
1667,SOUTH NEWTON ELEMENTARY SCH,13188 S 50 E,KENTLAND,IN,47951,1,453,PK,05,1810470
1668,LOST CREEK ELEMENTARY SCHOOL,6701 WABASH AVE,TERRE HAUTE,IN,47803,1,650,PK,05,1812090
1669,LAFAYETTE MEADOW SCHOOL,11420 ERNST RD,ROANOKE,IN,46783,1,516,KG,05,1800030
1670,DAVID TURNHAM EDL CTR,DUNN & LOCUST STS,DALE,IN,47523,1,302,PK,06,1808010
1671,YORKTOWN HIGH SCHOOL,1100 S TIGER DR,YORKTOWN,IN,47396,3,790,09,12,1807230
1672,PERRY CENTRAL JR-SR HIGH SCH,18677 OLD SR 37,LEOPOLD,IN,47551,3,531,07,12,1801740
1673,LAKELAND MIDDLE SCHOOL,1055 E 075 N,LAGRANGE,IN,46761,2,441,06,08,1805520
1674,LEW WALLACE ELEMENTARY SCHOOL,6235 JEFFERSON AVE,HAMMOND,IN,46324,1,425,PK,05,1804320
1675,WARREN EARLY CHILDHOOD CTR,1401 N MITTHOEFFER,INDIANAPOLIS,IN,46229,1,261,PK,PK,1812360
1676,JOHN WOOD ELEMENTARY SCHOOL,6100 E 73RD AVE,MERRILLVILLE,IN,46410,1,299,PK,04,1809690
1677,ADAMS CENTRAL ELEMENTARY SCH,222 W WASHINGTON ST,MONROE,IN,46772,1,579,KG,05,1800060
1678,LAWRENCE NORTH HIGH SCHOOL,7802 N HAGUE RD,INDIANAPOLIS,IN,46256,3,2293,09,12,1805670
1679,TENTH STREET SCHOOL,328 W 10TH ST,JASPER,IN,47546,1,384,03,05,1803960
1680,GREEN VALLEY ELEMENTARY SCH,2230 GREEN VALLEY RD,NEW ALBANY,IN,47150,1,324,KG,04,1807410
1681,ARLINGTON ELEMENTARY SCHOOL,8118 ST JO CTR RD,FORT WAYNE,IN,46835,1,496,KG,05,1803630
1682,ALLEN J WARREN ELEM SCH,2901 100TH ST,HIGHLAND,IN,46322,1,309,KG,05,1804560
1683,AVON HIGH SCHOOL,7575 E CR 150 S,AVON,IN,46123,3,2766,09,12,1800270
1684,SOUTH CREEK ELEMENTARY,9010 E SOUTHPORT RD,INDIANAPOLIS,IN,46259,1,695,KG,05,1803750
1685,PENN HIGH SCHOOL,56100 BITTERSWEET RD,MISHAWAKA,IN,46545,3,3376,09,12,1808760
1686,GREENDALE MIDDLE SCHOOL,200 TIGER BLVD,LAWRENCEBURG,IN,47025,2,451,06,08,1805700
1687,LINCOLN SR HIGH SCH,215 E PARKWAY DR,CAMBRIDGE CITY,IN,47327,3,321,09,12,1813050
1688,TEST INTERMEDIATE SCHOOL,22 S 22ND,RICHMOND,IN,47374,2,722,05,08,1809510
1689,NORTH HARRISON MIDDLE SCHOOL,1180 HWY 64 NW,RAMSEY,IN,47166,2,514,06,08,1800690
1690,O R BAKER ELEMENTARY SCHOOL,600 S OAK ST,WINCHESTER,IN,47394,1,323,PK,02,1801770
1691,LIBERTY INTERMEDIATE SCHOOL,50 W 900 N,CHESTERTON,IN,46304,2,370,05,06,1802800
1692,SOUTH RIPLEY ELEMENTARY SCHOOL,1568 S BENHAM RD,VERSAILLES,IN,47042,1,628,KG,06,1810530
1693,RENSSELAER CENTRAL HIGH SCH,1106 E GRACE ST,RENSSELAER,IN,47978,3,555,09,12,1809420
1694,HAY PRIMARY CENTER,19685 JOHNSON RD,SOUTH BEND,IN,46614,1,413,KG,04,1810290
1695,CONNERSVILLE SR HIGH SCHOOL,1100 SPARTAN DR,CONNERSVILLE,IN,47331,3,1113,09,12,1803510
1696,WATERLOO ELEMENTARY SCHOOL,300 E DOUGLAS ST,WATERLOO,IN,46793,1,245,KG,05,1801590
1697,SHAMROCK SPRINGS ELEMENTARY SCH,747 W 161ST ST,WESTFIELD,IN,46074,1,476,KG,04,1813080
1698,JOSHUA ACADEMY,1230 E ILLINOIS ST,EVANSVILLE,IN,47711,1,245,KG,06,1800037
1699,CHARLES ELEMENTARY SCHOOL,2400 REEVESTON RD,RICHMOND,IN,47374,1,498,PK,04,1809510
1700,SHERIDAN HIGH SCHOOL,24185 N HINESLEY RD,SHERIDAN,IN,46069,3,324,09,12,1806480
1701,HAVERHILL ELEMENTARY SCHOOL,4725 WEATHERSIDE RUN,FORT WAYNE,IN,46804,1,377,KG,05,1800030
1702,EASTERN HANCOCK MIDDLE SCH,10380 E 250 N,CHARLOTTESVILLE,IN,46117,2,278,06,08,1803120
1703,WEST WASHINGTON JR-SR HS,8028 W BATT RD,CAMPBELLSBURG,IN,47108,3,407,07,12,1812930
1704,EASTWOOD ELEMENTARY SCHOOL,53215 CR 15 N,ELKHART,IN,46514,1,456,KG,06,1803270
1705,FRANKFORT MIDDLE SCHOOL,329 N MAISH RD,FRANKFORT,IN,46041,2,755,06,08,1803660
1706,EDGEWOOD JUNIOR HIGH SCHOOL,851 W EDGEWOOD DR,ELLETTSVILLE,IN,47429,2,625,06,08,1809480
1707,MANCHESTER ELEM SCHOOL,301 RIVER RD,N MANCHESTER,IN,46962,1,539,PK,03,1806270
1708,RENAISSANCE ACADEMY CHARTER SCHL,4093 W US HWY 20,LAPORTE,IN,46350,1,236,KG,08,1800065
1709,OAKLAND CITY ELEMENTARY SCHOOL,945 S FRANKLIN ST-SUITE B,OAKLAND CITY,IN,47660,1,293,PK,06,1802940
1710,J E OBER ELEMENTARY SCHOOL,801 E HOUSTON ST,GARRETT,IN,46738,1,746,KG,05,1803840
1711,PAOLI JR & SR HIGH SCH,501 ELM ST,PAOLI,IN,47454,3,711,07,12,1808640
1712,BUNKER HILL ELEMENTARY SCHOOL,6620 SHELBYVILLE RD,INDIANAPOLIS,IN,46237,1,576,KG,05,1803750
1713,LAFONTAINE ELEMENTARY SCHOOL,207 N WABASH AVE,LAFONTAINE,IN,46940,N,-1,06,06,1812180
1714,NORTHEASTERN MIDDLE SCHOOL,7295 US 27 NORTH,FOUNTAIN CITY,IN,47341,2,269,06,08,1808190
1715,CLOVERDALE MIDDLE SCHOOL,312 E LOGAN ST,CLOVERDALE,IN,46120,2,373,05,08,1802220
1716,JOAN MARTIN ELEMENTARY SCHOOL,301 E 10TH ST,HOBART,IN,46342,1,750,KG,06,1804590
1717,WILLIAM F LOPER ELEM SCH,901 LOPER DR,SHELBYVILLE,IN,46176,1,668,PK,05,1810140
1718,LAFAYETTE PARK ELEMENTARY SCH,919 N KORBY ST,KOKOMO,IN,46901,1,545,PK,05,1805370
1719,YORK ELEMENTARY SCHOOL,13549 SR 120,BRISTOL,IN,46507,1,301,KG,03,1806600
1720,JUDGE HAYNES ELEMENTARY SCH,800 HIGH ST,PORTLAND,IN,47371,1,229,KG,05,1804980
1721,MADISON ELEMENTARY SCHOOL,1436 W 300 N,WARSAW,IN,46582,1,517,KG,06,1812420
1722,OPTIONS CHARTER SCHOOL - CARMEL,530 W CARMEL DR,CARMEL,IN,46032,3,186,09,12,1800016
1723,KIPP INDY COLLEGE PREP MIDDLE,1740 E 30TH ST,INDIANAPOLIS,IN,46218,2,347,05,08,1800028
1724,CLARKSVILLE MIDDLE SCHOOL,101 ETTEL LN,CLARKSVILLE,IN,47129,2,402,05,08,1801920
1725,SEYMOUR-JACKSON ELEMENTARY SCHOOL,508 B AVE EAST,SEYMOUR,IN,47274,1,693,PK,05,1810080
1726,SOUTH ADAMS HIGH SCHOOL,1000 PARKWAY ST,BERNE,IN,46711,3,391,09,12,1810260
1727,CASCADE SENIOR HIGH SCHOOL,6565 S CR 200 W,CLAYTON,IN,46118,3,469,09,12,1806660
1728,CYNTHIA HEIGHTS ELEM SCH,7225 BIG CYNTHIANA RD,EVANSVILLE,IN,47720,1,525,KG,05,1803450
1729,TWIN BRANCH ELEMENTARY SCHOOL,3810 LINCOLN WAY E,MISHAWAKA,IN,46544,1,348,KG,06,1806840
1730,KOKOMO HIGH SCHOOL,2501 S BERKLEY,KOKOMO,IN,46902,3,1865,09,12,1805370
1731,WILLIAM PENN SCHOOL 49,1720 W WILKINS ST,INDIANAPOLIS,IN,46221,1,707,KG,06,1804770
1732,ARLINGTON COMMUNITY HIGH SCHOOL,4825 N ARLINGTON AVE,INDIANAPOLIS,IN,46226,3,317,07,12,1800114
1733,NORTH MADISON ELEM SCH,7456 E HADLEY RD,CAMBY,IN,46113,1,654,KG,06,1807140
1734,BENJAMIN FRANKLIN MID SCH,605 CAMPBELL,VALPARAISO,IN,46385,2,832,06,08,1811970
1735,LANTERN ROAD ELEMENTARY SCH,10595 LANTERN RD,FISHERS,IN,46037,1,517,KG,04,1810650
1736,THROOP ELEMENTARY SCHOOL,301 ELM ST,PAOLI,IN,47454,1,831,PK,06,1808640
1737,JOHN STRANGE ELEMENTARY SCH,3660 E 62ND ST,INDIANAPOLIS,IN,46220,1,633,KG,05,1812720
1738,CARLIN PARK ELEMENTARY SCHOOL,800 N WILLIAMS ST,ANGOLA,IN,46703,1,304,KG,05,1811100
1739,WALT DISNEY ELEMENTARY SCHOOL,4015 N FILBERT RD,MISHAWAKA,IN,46545,1,438,KG,05,1808760
1740,HERSHEY ELEMENTARY SCHOOL,7521 E 300 N,LAFAYETTE,IN,47905,1,543,KG,05,1811340
1741,PLEASANT HILL ELEMENTARY SCHOOL,6895 N 100 W,CRAWFORDSVILLE,IN,47933,1,303,PK,05,1807900
1742,EDINBURGH COMMUNITY HIGH SCH,300 S KEELEY ST,EDINBURGH,IN,46124,3,288,09,12,1803240
1743,RALPH WALDO EMERSON SCHOOL 58,321 N LINWOOD AVE,INDIANAPOLIS,IN,46201,1,353,KG,06,1804770
1744,LAURA HOSE ELEMENTARY SCHOOL,800 FAIRVIEW AVE,CRAWFORDSVILLE,IN,47933,1,420,KG,01,1802460
1745,PARKVIEW INTERMEDIATE SCHOOL,2024 W 16TH ST,BEDFORD,IN,47421,1,249,03,05,1807860
1746,LODGE COMMUNITY SCHOOL,2000 LODGE AVE,EVANSVILLE,IN,47714,1,467,KG,08,1803450
1747,EDGEWOOD INTERMEDIATE SCHOOL,7600 W REEVES RD,BLOOMINGTON,IN,47404,1,560,03,05,1809480
1748,FAIRVIEW ELEMENTARY SCHOOL,60 NW 'L' ST,RICHMOND,IN,47374,1,308,PK,04,1809510
1749,KANKAKEE VALLEY HIGH SCHOOL,3923 W SR 10,WHEATFIELD,IN,46392,3,1094,09,12,1805280
1750,ROME CITY ELEMENTARY SCHOOL,400 W JEFFERSON ST,ROME CITY,IN,46784,1,288,PK,06,1802970
1751,CORTLAND ELEMENTARY SCHOOL,6687 N CR 400 E,SEYMOUR,IN,47274,1,126,KG,05,1810080
1752,LAKE PRAIRIE ELEMENTARY SCH,11601 W 181ST AVE,LOWELL,IN,46356,1,378,KG,05,1811460
1753,WESTVILLE ELEMENTARY SCHOOL,207 E VALPARAISO ST,WESTVILLE,IN,46391,1,467,KG,06,1807470
1754,THE BLOOMINGTON PROJECT SCHOOL,349 S WALNUT ST,BLOOMINGTON,IN,47401,1,271,KG,08,1800083
1755,HONEY CREEK MIDDLE SCH,6601 S CARLISLE ST,TERRE HAUTE,IN,47802,2,804,06,08,1812090
1756,FRANCIS VIGO ELEMENTARY SCH,1513 MAIN ST,VINCENNES,IN,47591,1,360,KG,05,1812120
1757,GRANVILLE WELLS ELEM SCHOOL,5046 S SR 75,JAMESTOWN,IN,46147,1,488,PK,06,1812990
1758,CASTON ELEMENTARY SCHOOL,SR 25 S,FULTON,IN,46931,1,336,KG,06,1801410
1759,LASALLE INTERMEDIATE ACADEMY,2701 W ELWOOD,SOUTH BEND,IN,46628,2,854,05,08,1810290
1760,DAYTON ELEMENTARY SCHOOL,730 COLLEGE ST -   187,DAYTON,IN,47941,1,390,KG,05,1811340
1761,KOUTS ELEMENTARY SCHOOL,302 E COLLEGE AVE,KOUTS,IN,46347,1,399,KG,05,1809000
1762,PETERSBURG ELEMENTARY SCHOOL,1415 E ALFORD ST,PETERSBURG,IN,47567,1,445,PK,05,1808900
1763,SHAWSWICK ELEMENTARY SCHOOL,71 SHAWSWICK SCHOOL RD,BEDFORD,IN,47421,1,293,KG,05,1807860
1764,INDIAN SPRINGS MIDDLE SCH,1692 S SR 9,COLUMBIA CITY,IN,46725,2,832,06,08,1802280
1765,MAPLEWOOD ELEMENTARY SCHOOL,2200 MAPLEWOOD RD,FORT WAYNE,IN,46819,1,418,PK,05,1803630
1766,INTERNATIONAL SCHOOL OF COLUMBUS,3136 N NATIONAL RD-SUITE E,COLUMBUS,IN,47201,N,-1,07,12,1800085
1767,ATTICA HIGH SCHOOL,211 E SYCAMORE ST,ATTICA,IN,47918,3,362,07,12,1800210
1768,SOUTHEAST ELEMENTARY SCHOOL,901 EVERHART DR,DECATUR,IN,46733,1,291,PK,01,1807680
1769,LIBERTY ELEMENTARY SCHOOL,50-1 W 900 N,CHESTERTON,IN,46304,1,514,KG,04,1802800
1770,EAST CHICAGO URBAN ENTERPRISE ACAD,1402 E CHICAGO AVE,EAST CHICAGO,IN,46312,1,427,KG,08,1800048
1771,LAPEL ELEMENTARY SCHOOL,2865 S SR 13,LAPEL,IN,46051,1,694,PK,05,1812880
1772,GREENCASTLE SENIOR HIGH SCH,910 E WASHINGTON ST,GREENCASTLE,IN,46135,3,592,09,12,1803990
1773,EASTSIDE ELEMENTARY SCHOOL,844 N SCATTERFIELD RD,ANDERSON,IN,46012,1,609,KG,05,1800150
1774,CHARTER SCHOOL OF THE DUNES,7300 EAST MELTON RD,GARY,IN,46403,4,624,KG,12,1800027
1775,FRANK H HAMMOND ELEM SCH,1301 FRAN-LIN PKY,MUNSTER,IN,46321,1,608,PK,05,1807350
1776,BROOKLYN ELEMENTARY SCHOOL,251 N CHURCH ST,BROOKLYN,IN,46111,1,189,KG,05,1806510
1777,NORTHFIELD JR-SR HIGH SCHOOL,154 W 200 N,WABASH,IN,46992,3,509,07,12,1812180
1778,CARROLL ELEMENTARY,105 S 225 E,FLORA,IN,46929,1,631,PK,06,1801290
1779,LAWRENCEBURG HIGH SCHOOL,100 TIGER BLVD,LAWRENCEBURG,IN,47025,3,604,09,12,1805700
1780,BEDFORD MIDDLE SCHOOL,1501 'N' ST,BEDFORD,IN,47421,2,567,06,08,1807860
1781,LAKEVIEW MIDDLE SCHOOL,848 E SMITH ST,WARSAW,IN,46580,2,564,07,08,1812420
1782,STOUT FIELD ELEMENTARY SCHOOL,3820 W BRADBURY,INDIANAPOLIS,IN,46241,1,733,PK,06,1812810
1783,RAYMOND PARK MIDDLE SCHOOL,8575 E RAYMOND ST,INDIANAPOLIS,IN,46239,2,624,07,08,1812360
1784,INDIANA CYBER CHARTER SCHOOL,7508 BEECHWOOD DR CENTRE RD,AVON,IN,46123,4,1158,KG,12,1800115
1785,FREMONT HIGH SCHOOL,701 W TOLEDO ST,FREMONT,IN,46737,3,334,09,12,1803780
1786,CULVER ELEMENTARY SCHOOL,401 SCHOOL,CULVER,IN,46511,1,466,PK,06,1802520
1787,LYONS ELEMENTARY SCHOOL,2926 S SR 67,LYONS,IN,47443,1,169,KG,06,1800008
1788,SMOKY ROW ELEMENTARY SCH,900 W 136TH ST,CARMEL,IN,46032,1,634,PK,05,1801200
1789,INDIANA SCHOOL FOR THE DEAF,1200 E 42ND ST,INDIANAPOLIS,IN,46205,4,344,PK,12,1800024
1790,MIAMI MIDDLE SCHOOL,8100 AMHERST DR,FORT WAYNE,IN,46819,2,703,06,08,1803630
1791,F WILLARD CRICHFIELD ELEM SCH,336 W JOHNSON RD,LAPORTE,IN,46350,1,556,PK,05,1805580
1792,SHENANDOAH MIDDLE SCHOOL,5156 N RAIDER RD,MIDDLETOWN,IN,47356,2,356,06,08,1808280
1793,LOWELL SENIOR HIGH SCHOOL,2051 E COMMERCIAL AVE,LOWELL,IN,46356,3,1188,09,12,1811460
1794,LINCOLN MIDDLE SCHOOL,2901 USHER ST,LOGANSPORT,IN,46947,2,490,06,08,1806030
1795,MARY E NICHOLSON SCHOOL 70,510 E 46TH ST,INDIANAPOLIS,IN,46205,1,347,KG,05,1804770
1796,COQUILLARD PRIMARY CENTER,1245 N SHERIDAN ST,SOUTH BEND,IN,46628,1,490,KG,04,1810290
1797,WESTLANE MIDDLE SCHOOL,1301 W 73RD ST,INDIANAPOLIS,IN,46260,2,906,06,08,1812720
1798,FRANKFORT SENIOR HIGH SCHOOL,1 S MAISH RD,FRANKFORT,IN,46041,3,831,09,12,1803660
1799,DEERFIELD ELEMENTARY SCHOOL,213 W SR 28,RIDGEVILLE,IN,47380,1,207,KG,05,1801770
1800,FAYETTE CENTRAL ELEMENTARY,2928 N CR 225 W,CONNERSVILLE,IN,47331,1,381,PK,06,1803510
1801,STRINGTOWN ELEMENTARY SCHOOL,4720 STRINGTOWN RD,EVANSVILLE,IN,47711,1,478,KG,05,1803450
1802,LOGE ELEMENTARY SCHOOL,915 N 4TH ST,BOONVILLE,IN,47601,1,453,KG,05,1812390
1803,WOODROW WILSON MIDDLE SCH,301 S 25TH ST,TERRE HAUTE,IN,47803,2,863,06,08,1812090
1804,NORTH KNOX INTERMEDIATE,7820 N CAMP ARTHUR RD,BRUCEVILLE,IN,47516,1,412,03,06,1807830
1805,MENTONE ELEMENTARY SCHOOL,301 E JACKSON ST,MENTONE,IN,46539,1,459,KG,05,1811370
1806,CENTRAL MIDDLE SCHOOL,725 7TH ST,COLUMBUS,IN,47201,2,799,07,08,1800360
1807,FAIRVIEW ELEMENTARY SCHOOL,627 W 8TH ST,BLOOMINGTON,IN,47404,1,343,PK,06,1800630
1808,CLARKSVILLE SENIOR HIGH SCH,800 DR DOT LEWIS DR,CLARKSVILLE,IN,47129,3,446,09,12,1801920
1809,JIMTOWN INTERMEDIATE SCHOOL,58703 CR 3 S,ELKHART,IN,46517,1,587,03,06,1800420
1810,LENA DUNN ELEMENTARY SCHOOL,801 NW 11TH ST,WASHINGTON,IN,47501,1,420,KG,06,1812450
1811,WYANDOTTE ELEMENTARY,5865 E 50 S,LAFAYETTE,IN,47905,1,426,KG,05,1811340
1812,ARTHUR C NEWBY ELEM SCHOOL 2,1849 N WHITCOMB,SPEEDWAY,IN,46224,1,195,KG,06,1810920
1813,CARMEL ELEMENTARY SCHOOL,101 4TH AVE SE,CARMEL,IN,46032,1,515,KG,05,1801200
1814,WILLIAM W BORDEN HIGH SCHOOL,301 WEST ST,BORDEN,IN,47106,3,339,07,12,1809370
1815,WARREN CENTRAL HIGH SCHOOL,9500 E 16TH ST,INDIANAPOLIS,IN,46229,3,3602,09,12,1812360
1816,GEIST ELEMENTARY SCHOOL,14051 E 104TH ST,FISHERS,IN,46040,1,833,KG,04,1810650
1817,JOHN H CASTLE ELEMENTARY SCH,3077 HWY 261,NEWBURGH,IN,47630,1,937,KG,05,1812390
1818,WAYNEDALE ELEMENTARY SCHOOL,7201 ELZEY,FORT WAYNE,IN,46809,1,478,KG,05,1803630
1819,PARK ELEMENTARY SCHOOL,500 S SYCAMORE,FAIRMOUNT,IN,46928,1,373,KG,06,1806240
1820,OUABACHE ELEMENTARY SCHOOL,501 MAPLE AVE,TERRE HAUTE,IN,47804,1,354,PK,05,1812090
1821,GRANDVIEW ELEMENTARY SCHOOL,2620 IOWA AVE,CONNERSVILLE,IN,47331,1,376,PK,06,1803510
1822,FRED H CRONINGER ELEM SCH,6700 TRIER RD,FORT WAYNE,IN,46815,1,600,KG,05,1803630
1823,CLEVELAND ELEMENTARY SCHOOL,53403 CR 1 N,ELKHART,IN,46514,1,670,KG,06,1803270
1824,COOLSPRING ELEMENTARY SCHOOL,9121 W 300 N,MICHIGAN CITY,IN,46360,1,322,KG,06,1806570
1825,NORTHWOOD MIDDLE SCHOOL,1201 E WASH CTR RD,FORT WAYNE,IN,46825,2,697,06,08,1803630
1826,HOBART MIDDLE SCHOOL,36 E 8TH ST,HOBART,IN,46342,2,937,06,08,1804590
1827,FRANKTON ELEMENTARY SCHOOL,1303 SR 128 W,FRANKTON,IN,46044,1,860,PK,06,1812880
1828,TINDLEY RENAISSANCE ACADEMY,4020 SHERMAN DR,INDIANAPOLIS,IN,46226,1,505,KG,04,1800141
1829,STONYBROOK INTERMEDIATE ACADEMY,11300 STONYBROOK DR,INDIANAPOLIS,IN,46229,2,561,05,06,1812360
1830,NORTH HIGH SCHOOL,15331 HWY 41 N,EVANSVILLE,IN,47725,3,1486,09,12,1803450
1831,PEIFER ELEMENTARY SCHOOL,1824 S CLINE,SCHERERVILLE,IN,46375,1,489,PK,04,1805450
1832,TRI CENTRAL MIDDLE-HIGH SCHOOL,2115 W 500 N,SHARPSVILLE,IN,46068,4,503,06,12,1808040
1833,OTWELL ELEMENTARY SCHOOL,1869 N SR 257,OTWELL,IN,47564,1,167,KG,05,1808900
1834,SOUTH CENTRAL ELEM SCHOOL,9808 S 600 W,UNION MILLS,IN,46382,1,469,KG,06,1802190
1835,MITCHELL ELEMENTARY SCHOOL,2809 W PURDUE AVE,MUNCIE,IN,47304,1,224,KG,05,1807320
1836,WOODVIEW ELEMENTARY SCHOOL,800 E WOODVIEW DR,NAPPANEE,IN,46550,1,515,KG,05,1812240
1837,SOUTHERN WELLS ELEM SCH,9120 S 300 W,PONETO,IN,46781,1,429,KG,06,1810770
1838,NORTHEAST MIDDLE SCHOOL,620 NORTH WASHINGTON STREET,SHELBURN,IN,47879,2,224,06,08,1808160
1839,LINCOLN PRIMARY CENTER,1425 E CALVERT ST,SOUTH BEND,IN,46613,1,451,KG,04,1810290
1840,AMY BEVERLAND ELEMENTARY,11650 FOX RD,INDIANAPOLIS,IN,46236,1,763,01,06,1805670
1841,DEER MEADOW PRIMARY SCH,1000 DEER MEADOW LN,GREENCASTLE,IN,46135,1,304,PK,02,1803990
1842,CLARK PLEASANT INTERMEDIATE SCH,2111 SHEEK RD,GREENWOOD,IN,46143,2,1003,05,06,1801890
1843,RIVERSIDE INTERMEDIATE SCHOOL,11014 ELLER RD,FISHERS,IN,46038,2,984,05,06,1810650
1844,MONROE CENTRAL ELEM SCHOOL,10421 W SR 32,PARKER CITY,IN,47368,1,512,PK,06,1807080
1845,RIVERSIDE INTERMEDIATE,905 E BAKER,PLYMOUTH,IN,46563,2,555,05,06,1809060
1846,LEAVENWORTH ELEMENTARY SCHOOL,346 E SR 62,LEAVENWORTH,IN,47137,1,227,PK,06,1802440
1847,WALNUT ELEMENTARY SCHOOL,RD 775 E,NEW ROSS,IN,47968,1,181,KG,06,1810450
1848,SOUTH NEWTON MIDDLE SCH,13100 S 50 E,KENTLAND,IN,47951,2,189,06,08,1810470
1849,WAINWRIGHT MIDDLE SCHOOL,7501 E 700 S,LAFAYETTE,IN,47905,2,315,06,08,1811340
1850,CHAPEL HILL 7TH & 8TH GRADE CENTER,7320 W 10TH ST,INDIANAPOLIS,IN,46214,2,1105,07,08,1812810
1851,LOUIS B RUSSELL JR SCHOOL 48,3445 N CENTRAL,INDIANAPOLIS,IN,46205,1,409,PK,06,1804770
1852,JOHN J YOUNG MIDDLE SCHOOL,1801 N MAIN ST,MISHAWAKA,IN,46545,2,752,07,08,1806840
1853,OPTIONS CHARTER SCHOOL NOBLESVILLE,9945 CUMBERLAND POINTE BLVD,NOBLESVILLE,IN,46060,3,184,09,12,1800056
1854,BLOOMFIELD JR-SR HIGH SCHOOL,501 W SPRING ST,BLOOMFIELD,IN,47424,3,414,07,12,1800600
1855,KNOX COMMUNITY ELEMENTARY SCHOOL,210 W CULVER RD,KNOX,IN,46534,1,913,PK,05,1805340
1856,NOBLESVILLE WEST MIDDLE SCHOOL,19900 HAGUE RD,NOBLESVILLE,IN,46062,2,1332,06,08,1807650
1857,KNAPP ELEMENTARY SCHOOL,321 BOLKA AVE,MICHIGAN CITY,IN,46360,1,320,PK,06,1806570
1858,INDIAN CREEK SR HIGH SCH,803 W INDIAN CREEK DR,TRAFALGAR,IN,46181,3,600,09,12,1807620
1859,RUSHVILLE ELEMENTARY SCHOOL WEST,410 W 16 ST,RUSHVILLE,IN,46173,1,317,PK,06,1809750
1860,BITTERSWEET ELEMENTARY SCHOOL,55860 BITTERSWEET,MISHAWAKA,IN,46545,1,433,KG,05,1808760
1861,SKILES TEST ELEMENTARY SCHOOL,7001 JOHNSON RD,INDIANAPOLIS,IN,46220,1,537,01,06,1805670
1862,PLAZA PARK INTERNATIONAL PREP ACAD,7301 LINCOLN AVE,EVANSVILLE,IN,47715,2,656,06,08,1803450
1863,WALLACE ELEMENTARY SCHOOL,2326 W JEFFERSON ST,KOKOMO,IN,46901,1,311,KG,05,1805370
1864,COLUMBUS EAST HIGH SCHOOL,230 S MARR RD,COLUMBUS,IN,47201,3,1559,09,12,1800360
1865,JUVENILE JUSTICE CENTER,1000 S MICHIGAN AVE,SOUTH BEND,IN,46601,3,16,07,12,1810290
1866,ROCKPORT-OHIO ELEM SCH,200 S 6TH ST,ROCKPORT,IN,47635,1,362,PK,05,1810560
1867,CSA LINCOLN CAMPUS,750 5TH ST,COLUMBUS,IN,47201,1,348,KG,06,1800360
1868,BEN DAVIS UNIVERSITY HIGH SCHOOL,1155 S HIGH SCHOOL RD,INDIANAPOLIS,IN,46241,3,358,10,12,1812810
1869,MADISON CONSOLIDATED JR HIGH SCH,701 8TH ST,MADISON,IN,47250,2,654,06,08,1806120
1870,HAUBSTADT COMMUNITY SCHOOL,158 E 1025 S,HAUBSTADT,IN,47639,1,340,KG,08,1810350
1871,THORPE CREEK ELEMENTARY,14642 E 126TH ST,FISHERS,IN,46038,1,893,KG,04,1810650
1872,JAMES A GARFIELD SCH 31,307 LINCOLN ST,INDIANAPOLIS,IN,46225,1,612,KG,08,1804770
